sp,lon,lat
Hypophthalmus edentatus,-59.917778,-3.2216666
Hypophthalmus edentatus,-61.926945,-1.3088889
Hypophthalmus edentatus,-60.216667,-3.0666666
Hypophthalmus edentatus,-64.937225,-3.4955556
Hypophthalmus edentatus,-60.122223,-3.1400001
Hypophthalmus edentatus,-61.266666,1.5
Hypophthalmus edentatus,-64.383331,-3
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-60.75,-2.7
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-62.883335,-8.0500002
Hypophthalmus edentatus,-52.1947,-21.85
Hypophthalmus edentatus,-52.1847,-21.8503
Hypophthalmus edentatus,-52.1847,-21.8503
Hypophthalmus edentatus,-52.1947,-21.85
Hypophthalmus edentatus,-52.1947,-21.85
Hypophthalmus edentatus,-52.1847,-21.8503
Hypophthalmus edentatus,-52.1847,-21.8503
Hypophthalmus edentatus,-52.1947,-21.85
Hypophthalmus edentatus,-67.8533333333,-10.0436111111
Hypophthalmus edentatus,-73.6611111111,-7.4316666667
Hypophthalmus edentatus,-68.8269444444,-10.9913888889
Hypophthalmus edentatus,-55.7497,-15.4606
Hypophthalmus edentatus,-55.677222,-15.113889
Hypophthalmus edentatus,-54.240556,-0.383333
Hypophthalmus edentatus,-54.240556,-0.383333
Hypophthalmus edentatus,-52.872222,-22.600278
Hypophthalmus edentatus,-52.872222,-0.600278
Hypophthalmus edentatus,-54.633333,-25.516667
Hypophthalmus edentatus,-54.633333,-25.516667
Hypophthalmus edentatus,-54.633333,-0.516667
Hypophthalmus edentatus,-54.633333,-0.516667
Hypophthalmus edentatus,-54.633333,-0.516667
Hypophthalmus edentatus,-54.2,-24.916667
Hypophthalmus edentatus,-54.35,-0.85
Hypophthalmus edentatus,-54.2,-25.216667
Hypophthalmus edentatus,-53.266667,-22.75
Hypophthalmus edentatus,-54.5881,-25.5478
Hypophthalmus edentatus,-52.872222,-22.600278
Hypophthalmus edentatus,-52.872222,-22.600278
Hypophthalmus edentatus,-60025,-3.10194
Hypophthalmus edentatus,-61.3003,-5.80917
Hypophthalmus edentatus,-60.3797,-5.12056
Hypophthalmus edentatus,-61.3003,-5.80917
Hypophthalmus edentatus,-60.3797,-5.12056
Hypophthalmus edentatus,-60025,-2.03444
Hypophthalmus edentatus,-60.9442,-2.62139
Hypophthalmus edentatus,-63.0208,-7.50611
Hypophthalmus edentatus,-63.0208,-7.50611
Hypophthalmus edentatus,-63.1833,-5.62833
Hypophthalmus edentatus,-60025,-3.10194
Hypophthalmus edentatus,-60025,-3.10194
Hypophthalmus edentatus,-60025,-3.10194
Hypophthalmus edentatus,-55.171389,-2.106111
Hypophthalmus edentatus,-52.19028,-21.85028
Hypophthalmus edentatus,-52.19028,-21.85028
Hypophthalmus edentatus,-52.19028,-21.85028
Hypophthalmus edentatus,-52.19028,-21.85028
Hypophthalmus edentatus,-53.05833,-22.5675
Hypophthalmus edentatus,-53.05917,-22.57972
Hypophthalmus edentatus,-53.05917,-22.57972
Hypophthalmus edentatus,-68.0774993896,-3.0672221184
Hypophthalmus edentatus,-61.9249992371,-1.3833333254
Hypophthalmus edentatus,-64.9255523682,-3.5763888359
Hypophthalmus edentatus,-55.1713888889,-2.1061111111
Hypophthalmus fimbriatus,-56.200001,-1.5166667
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-66.968613,-2.8516667
Hypophthalmus fimbriatus,-60.182777,-3.0519445
Hypophthalmus fimbriatus,-60.283333,-3.4166667
Hypophthalmus fimbriatus,-60.5,-2.8333333
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-55.833332,-1.8666667
Hypophthalmus fimbriatus,-60.400002,-3
Hypophthalmus fimbriatus,-60.400002,-3
Hypophthalmus fimbriatus,-60.400002,-3
Hypophthalmus fimbriatus,-60,-3.1666667
Hypophthalmus fimbriatus,-55.866665,-1.7666667
Hypophthalmus fimbriatus,-56.25,-4.4499998
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-56.849998,-1.3333334
Hypophthalmus fimbriatus,-60,-3.1666667
Hypophthalmus fimbriatus,-60,-3.1166666
Hypophthalmus fimbriatus,-59.816666,-3.1833334
Hypophthalmus fimbriatus,-59.816666,-3.1333334
Hypophthalmus fimbriatus,-60.397221,-3.0166667
Hypophthalmus fimbriatus,-60.364723,-3.0302777
Hypophthalmus fimbriatus,-59.933334,-3.2355556
Hypophthalmus fimbriatus,-59.93111,-3.2241666
Hypophthalmus fimbriatus,-59.066113,-3.8258333
Hypophthalmus fimbriatus,-60.211113,-3.0486112
Hypophthalmus fimbriatus,-60.159168,-3.1275001
Hypophthalmus fimbriatus,-56.174721,-1.5105555
Hypophthalmus fimbriatus,-60.166668,-3.1272223
Hypophthalmus fimbriatus,-60.122223,-3.1400001
Hypophthalmus fimbriatus,-64.924721,-3.4880555
Hypophthalmus fimbriatus,-52.3125,-2.0630555
Hypophthalmus fimbriatus,-61.44278,-3.7463889
Hypophthalmus fimbriatus,-60.171391,-3.03
Hypophthalmus fimbriatus,-61.48,-1.5816667
Hypophthalmus fimbriatus,-60.204166,-3.0391667
Hypophthalmus fimbriatus,-60.177223,-3.0958333
Hypophthalmus fimbriatus,-60.20639,-3.0858333
Hypophthalmus fimbriatus,-56.012222,-1.5588889
Hypophthalmus fimbriatus,-51.700001,-3.1166666
Hypophthalmus fimbriatus,-60.75,-2.7
Hypophthalmus fimbriatus,-64.916664,-0.5
Hypophthalmus fimbriatus,-67.083336,-0.11666667
Hypophthalmus fimbriatus,-63.549999,-0.51666665
Hypophthalmus fimbriatus,-65.199997,-0.40000001
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-62.9242,-0.974722
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-65.5811,-1.85611
Hypophthalmus fimbriatus,-60.4594,-3.42806
Hypophthalmus fimbriatus,-61.3003,-5.80917
Hypophthalmus fimbriatus,-60.3797,-5.12056
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-60025,-2.03444
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60025,-2.03444
Hypophthalmus fimbriatus,-55.8661,-1.76556
Hypophthalmus fimbriatus,-55.8661,-1.76556
Hypophthalmus fimbriatus,-55.8661,-1.76556
Hypophthalmus fimbriatus,-60.9442,-2.62139
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-61.3731,-3.89833
Hypophthalmus fimbriatus,-60025,-3.10194
Hypophthalmus fimbriatus,-63.1833,-5.62833
Hypophthalmus fimbriatus,-60.72972,-27.11667
Hypophthalmus fimbriatus,-64.7774963379,-3.3691666126
Hypophthalmus fimbriatus,-64.7611083984,-3.3524999619
Hypophthalmus fimbriatus,-61.5708351135,-1.5577777624
Hypophthalmus fimbriatus,-59.7658348083,-3.0474998951
Hypophthalmus fimbriatus,-55.1466674805,-2.6780555248
Hypophthalmus fimbriatus,-56.1555557251,-1.5202777386
Hypophthalmus fimbriatus,-56.1052780151,-1.5177778006
Hypophthalmus fimbriatus,-67.8480529785,-10.0505552292
Hypophthalmus fimbriatus,-64.698059082,-3.3602778912
Hypophthalmus marginatus,-55.627499,-1.8975
Hypophthalmus marginatus,-58.916668,-3.2886112
Hypophthalmus marginatus,-55.636391,-1.8816667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-56.849998,-1.3333334
Hypophthalmus marginatus,-56.849998,-1.3333334
Hypophthalmus marginatus,-64.849998,-7.3166666
Hypophthalmus marginatus,-56.849998,-1.3333334
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-59.816666,-3.1833334
Hypophthalmus marginatus,-59.816666,-3.1833334
Hypophthalmus marginatus,-62.883335,-8.0500002
Hypophthalmus marginatus,-64.699997,-2.5
Hypophthalmus marginatus,-59.816666,-3.1833334
Hypophthalmus marginatus,-55.900002,-2.0166667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-64.416664,-3.5333333
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-59.816666,-3.1333334
Hypophthalmus marginatus,-57.75,-2.5333333
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-60,-3.1166666
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-54.711666,-2.3880556
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.333332,-3.5833333
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-58.915001,-3.3066666
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.900002,-1.7666667
Hypophthalmus marginatus,-60,-3.1666667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-66.099998,-2.5166667
Hypophthalmus marginatus,-57.75,-2.5333333
Hypophthalmus marginatus,-54.913612,-2.4352777
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-57.75,-2.5333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-66.099998,-2.5166667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-56.5,-4.7166667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-61.468887,-3.7008333
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-60.177223,-3.0958333
Hypophthalmus marginatus,-60.157501,-3.1055555
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-55.900002,-1.7666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-60.170555,-3.1002777
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-60.173611,-3.0991666
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-52.381111,-1.0519445
Hypophthalmus marginatus,-61.468334,-3.7047222
Hypophthalmus marginatus,-55.900002,-1.7666667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-48.133335,-0.86666667
Hypophthalmus marginatus,-59.716667,-3.1333334
Hypophthalmus marginatus,-48.866665,-1.7166667
Hypophthalmus marginatus,-55.900002,-1.7666667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-60.159168,-3.1275001
Hypophthalmus marginatus,-60.099167,-3.1180556
Hypophthalmus marginatus,-55.900555,-2.0233333
Hypophthalmus marginatus,-58.613888,-3.2833333
Hypophthalmus marginatus,-55.966667,-2.0166667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-64.570274,-3.3019445
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-61.421391,-3.8027778
Hypophthalmus marginatus,-56.012222,-1.5588889
Hypophthalmus marginatus,-61.450001,-3.75
Hypophthalmus marginatus,-55.366665,-2.0333333
Hypophthalmus marginatus,-58.916668,-3.5333333
Hypophthalmus marginatus,-60.183334,-3.3666666
Hypophthalmus marginatus,-47.4511,-6.56056
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-60.5,-2.8333333
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-66.949997,-2.7166667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-58.811943,-3.4566667
Hypophthalmus marginatus,-59.914444,-3.2202778
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-55.483334,-1.9666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-55.580276,-1.8822222
Hypophthalmus marginatus,-58.93111,-3.2686112
Hypophthalmus marginatus,-59.795555,-3.0947223
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-60.122223,-3.1400001
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-59.907776,-3.2194445
Hypophthalmus marginatus,-60.171391,-3.03
Hypophthalmus marginatus,-65.757225,-2.5997221
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-65.79528,-2.6180556
Hypophthalmus marginatus,-63.150002,-4.0833335
Hypophthalmus marginatus,-62.883335,-8.0500002
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-49.116665,-7.8333335
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-60.17889,-3.0327778
Hypophthalmus marginatus,-66.800003,-2.9333334
Hypophthalmus marginatus,-62.883335,-8.0500002
Hypophthalmus marginatus,-67.896111,-3.1469445
Hypophthalmus marginatus,-61.266666,1.5
Hypophthalmus marginatus,-64.716667,-3.3666666
Hypophthalmus marginatus,-66.985001,-2.8791666
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-55.799999,-1.8333334
Hypophthalmus marginatus,-62.883335,-8.0500002
Hypophthalmus marginatus,-49.7953,-1.81361
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-64.716667,-3.3666666
Hypophthalmus marginatus,-61.866665,-1.1666666
Hypophthalmus marginatus,-59.816666,-3.1833334
Hypophthalmus marginatus,-59.816666,-3.1333334
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-59.083332,-3.8833334
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-59.716667,-3.1333334
Hypophthalmus marginatus,-59.716667,-3.1333334
Hypophthalmus marginatus,-59.700001,-2.7
Hypophthalmus marginatus,-59.816666,-2.9333334
Hypophthalmus marginatus,-60.400002,-3
Hypophthalmus marginatus,-60.400002,-3
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-60.75,-3.2166667
Hypophthalmus marginatus,-61.466667,-3.7
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-55.833332,-1.8666667
Hypophthalmus marginatus,-58.816944,-3.4538889
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-61.649166,-3.8280556
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.116665,-7.8333335
Hypophthalmus marginatus,-58.133335,-3.5666666
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-58.799999,-3.3333333
Hypophthalmus marginatus,-60.176945,-3.1177778
Hypophthalmus marginatus,-60.456944,-3.0797222
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.116665,-7.8333335
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-61.468887,-3.7011111
Hypophthalmus marginatus,-59.917778,-3.2216666
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-51.700001,-3.1166666
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-58.589722,-3.2877777
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-67.828331,-2.9661112
Hypophthalmus marginatus,-60.171391,-3.03
Hypophthalmus marginatus,-59.889999,-3.1658332
Hypophthalmus marginatus,-59.917778,-3.2216666
Hypophthalmus marginatus,-52.083332,-1.2166667
Hypophthalmus marginatus,-55.866665,-1.7666667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-52.218056,-2.0033333
Hypophthalmus marginatus,-52.163334,-1.4858333
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-52.076389,-1.4844445
Hypophthalmus marginatus,-59.93111,-3.2241666
Hypophthalmus marginatus,-60.397221,-3.0166667
Hypophthalmus marginatus,-49.5,-2.2333333
Hypophthalmus marginatus,-59.933334,-3.2355556
Hypophthalmus marginatus,-59.958889,-3.238889
Hypophthalmus marginatus,-71.0166666667,-9.3566666667
Hypophthalmus marginatus,-68.8269444444,-10.9913888889
Hypophthalmus marginatus,-48.5111,-1.4139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-64.7114,-3.35417
Hypophthalmus marginatus,-61.3003,-5.80917
Hypophthalmus marginatus,-61.3003,-5.80917
Hypophthalmus marginatus,-61.3003,-5.80917
Hypophthalmus marginatus,-60.3797,-5.12056
Hypophthalmus marginatus,-60.3797,-5.12056
Hypophthalmus marginatus,-60025,-2.03444
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-66.8958,-4.88278
Hypophthalmus marginatus,-67.0892,-0.130278
Hypophthalmus marginatus,-55.8661,-1.76556
Hypophthalmus marginatus,-55.8661,-1.76556
Hypophthalmus marginatus,-55.8661,-1.76556
Hypophthalmus marginatus,-57.7186,-3.38361
Hypophthalmus marginatus,-57.7186,-3.38361
Hypophthalmus marginatus,-57.7186,-3.38361
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.1861,-3.28472
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-63.0208,-7.50611
Hypophthalmus marginatus,-63.1833,-5.62833
Hypophthalmus marginatus,-63.1833,-5.62833
Hypophthalmus marginatus,-51.9542,-2.59083
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-60025,-3.10194
Hypophthalmus marginatus,-63.9039,-8.76194
Hypophthalmus marginatus,-60.9442,-2.62139
Hypophthalmus marginatus,-60.72972,-27.11667
Hypophthalmus marginatus,-48.366111,-10.069167
Hypophthalmus marginatus,-48.365556,-9.750556
Hypophthalmus marginatus,-48.128333,-8745
Hypophthalmus marginatus,-48.365556,-9.750556
Hypophthalmus marginatus,-48.365556,-9.750556
Hypophthalmus marginatus,-48.365556,-9.750556
Hypophthalmus marginatus,-48.408333,-10.366667
Hypophthalmus marginatus,-48.361111,-10.868056
Hypophthalmus marginatus,-48.420556,-10.720833
Hypophthalmus marginatus,-48.420556,-10.720833
Hypophthalmus marginatus,-48.408333,-10.366667
Hypophthalmus marginatus,-48.408333,-10.366667
Hypophthalmus marginatus,-48.420556,-10.720833
Hypophthalmus marginatus,-48.365556,-9.750556
Hypophthalmus marginatus,-54.0133323669,-2.1349999905
Hypophthalmus marginatus,-60.3786125183,-3.0416667461
Hypophthalmus marginatus,-56.1555557251,-1.5202777386
Hypophthalmus marginatus,-59.8927764893,-3.2044444084
Hypophthalmus marginatus,-49.3777770996,-2.1300001144
Hypophthalmus marginatus,-51.3149986267,-1.2055555582
Hypophthalmus marginatus,-64.7611083984,-3.3524999619
Hypophthalmus marginatus,-53.9627761841,-2.031388998
Hypophthalmus marginatus,-67.9272232056,-3.1786110401
Hypophthalmus marginatus,-56.150554657,-1.5213888884
Hypophthalmus marginatus,-55.9080543518,-2.0261111259
Hypophthalmus marginatus,-54.9158325195,-2.4358332157
Hypophthalmus marginatus,-54.4083328247,-2.4241666794
Hypophthalmus marginatus,-52.2077789307,-1.6102777719
Hypophthalmus marginatus,-50.5519447327,-1.6030555964
Hypophthalmus marginatus,-55.8586120605,-1.7922222614
Hypophthalmus marginatus,-60.0838890076,-3.1152777672
Hypophthalmus marginatus,-66.9663925171,-2.7302777767
Hypophthalmus marginatus,-61.4772224426,-1.5794444084
Hypophthalmus marginatus,-61.5708351135,-1.5577777624
Hypophthalmus marginatus,-66.8988876343,-2.8127777576
Hypophthalmus marginatus,-60.2044448853,-3.0724999905
Hypophthalmus marginatus,-59.7863883972,-3.0919444561
Hypophthalmus marginatus,-59.0980567932,-3.7152776718
Hypophthalmus marginatus,-64.6833343506,-3.2666666508
Hypophthalmus marginatus,-64.673614502,-3.3219444752
Hypophthalmus marginatus,-48.7888583333,-5.3651416667
Laemolyta taeniata,-63.5027777778,-8.3277777778
Laemolyta taeniata,-58.7642,-12.9894
Laemolyta taeniata,-58.9255555556,-12.8405555556
Laemolyta taeniata,-55.866665,-1.7666667
Laemolyta taeniata,-56.849998,-1.3333334
Laemolyta taeniata,-60.400002,-3
Laemolyta taeniata,-60.75,-3.2166667
Laemolyta taeniata,-66.966667,-2.9833333
Laemolyta taeniata,-57.75,-2.5333333
Laemolyta taeniata,-60.066666,-3.2166667
Laemolyta taeniata,-55.866665,-1.7666667
Laemolyta taeniata,-65.01667,-0.51666665
Laemolyta taeniata,-65.01667,-0.51666665
Laemolyta taeniata,-56.25,-4.4499998
Laemolyta taeniata,-64.066666,-0.2
Laemolyta taeniata,-55.333332,-3.5833333
Laemolyta taeniata,-64.066666,-0.2
Laemolyta taeniata,-59.974998,-15.021389
Laemolyta taeniata,-60.75,-2.7
Laemolyta taeniata,-60.758057,-9.1913891
Laemolyta taeniata,-58.940277,-12.793056
Laemolyta taeniata,-49.450001,-3.7
Laemolyta taeniata,-60025,-3.10194
Laemolyta taeniata,-64.833336,-0.51666665
Laemolyta taeniata,-60.75,-2.7
Laemolyta taeniata,-62.950001,-0.96666664
Laemolyta taeniata,-64.916664,-0.5
Laemolyta taeniata,-63.549999,-0.51666665
Laemolyta taeniata,-65.116669,-0.31666666
Laemolyta taeniata,-65.199997,-0.40000001
Laemolyta taeniata,-64.76667,-0.46666667
Laemolyta taeniata,-64.76667,-0.46666667
Laemolyta taeniata,-62.950001,-0.96666664
Laemolyta taeniata,-64.76667,-0.46666667
Laemolyta taeniata,-62.950001,-0.96666664
Laemolyta taeniata,-64.76667,-0.46666667
Laemolyta taeniata,-64.01667,-8.833333
Laemolyta taeniata,-60.75,-2.7
Laemolyta taeniata,-61.433334,-0.64999998
Laemolyta taeniata,-56.433334,-1.4
Laemolyta taeniata,-59.333332,-15.5
Laemolyta taeniata,-59.503056,-10.070556
Laemolyta taeniata,-59.508056,-0.025833
Laemolyta taeniata,-48.654167,-6.608056
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-60025,-2.03444
Laemolyta taeniata,-55.8661,-1.76556
