sp,lon,lat
Ageneiosus brevifilis,-59.333332,-15.5
Ageneiosus brevifilis,-54.366665,-2.5833333
Ageneiosus brevifilis,-60.283333,-3.4166667
Ageneiosus brevifilis,-52.248333,-13.468611
Ageneiosus brevifilis,-56.849998,-1.3333334
Ageneiosus brevifilis,-58.433334,-3.1500001
Ageneiosus brevifilis,-50.533333,-5.8666668
Ageneiosus brevifilis,-62.366665,-4.7166667
Ageneiosus brevifilis,-55.866665,-1.7666667
Ageneiosus brevifilis,-51,-14.366667
Ageneiosus brevifilis,-50.533333,-5.8666668
Ageneiosus brevifilis,-59.974998,-15.021389
Ageneiosus brevifilis,-58.433334,-3.1500001
Ageneiosus brevifilis,-55.900002,-1.7666667
Ageneiosus brevifilis,-42.799999,-5.0833335
Ageneiosus brevifilis,-59.333332,-15.233334
Ageneiosus brevifilis,-52.533333,-3.8
Ageneiosus brevifilis,-59.333332,-15.5
Ageneiosus brevifilis,-54.583332,-25.383333
Ageneiosus brevifilis,-56.599998,-29.133333
Ageneiosus brevifilis,-51.97139,-15.8675
Ageneiosus brevifilis,-55.866665,-1.7666667
Ageneiosus brevifilis,-56.016666,-1.2833333
Ageneiosus brevifilis,-57.75,-2.5333333
Ageneiosus brevifilis,-61.466667,-1.6333333
Ageneiosus brevifilis,-64.616669,-2.4833333
Ageneiosus brevifilis,-55.8661,-1.76556
Ageneiosus brevifilis,-55.900002,-1.7666667
Ageneiosus brevifilis,-58.433334,-3.1500001
Ageneiosus brevifilis,-55.866665,-1.7666667
Ageneiosus brevifilis,-48.950001,-1.0166667
Ageneiosus brevifilis,-63.033333,-7.5166669
Ageneiosus brevifilis,-61.444721,-3.7422223
Ageneiosus brevifilis,-54.76,-18.5067
Ageneiosus brevifilis,-48.466667,-1.45
Ageneiosus brevifilis,-50.799999,-13.666667
Ageneiosus brevifilis,-50.799999,-13.666667
Ageneiosus brevifilis,-61.333332,-3.8333333
Ageneiosus brevifilis,-54.316666,-24.166666
Ageneiosus brevifilis,-53.092777,-13.514444
Ageneiosus brevifilis,-56.599998,-29.133333
Ageneiosus brevifilis,-58.283333,-10.45
Ageneiosus brevifilis,-58.283333,-10.45
Ageneiosus brevifilis,-58.433334,-3.1500001
Ageneiosus brevifilis,-53.421944,-13.034722
Ageneiosus brevifilis,-67.949997,-3.0999999
Ageneiosus brevifilis,-60025,-2.03444
Ageneiosus brevifilis,-49.6725,-3.76611
Ageneiosus brevifilis,-49.8783,-6.49694
Ageneiosus brevifilis,-60025,-3.10194
Ageneiosus brevifilis,-60025,-3.10194
Ageneiosus brevifilis,-60025,-2.03444
Ageneiosus brevifilis,-60025,-2.03444
Ageneiosus brevifilis,-60025,-2.03444
Ageneiosus brevifilis,-67.0892,-0.130278
Ageneiosus brevifilis,-60.9,2.43
Ageneiosus brevifilis,-56.74639,-20.11722
Ageneiosus brevifilis,-48.449167,-11.321944
Ageneiosus brevifilis,-48.751667,-11.1375
Ageneiosus brevifilis,-48.751667,-11.1375
Ageneiosus brevifilis,-48.751667,-11.1375
Ageneiosus brevifilis,-48.751667,-11.1375
Ageneiosus brevifilis,-48535,-10.996111
Ageneiosus brevifilis,-48.420556,-10.720833
Ageneiosus brevifilis,-48.215833,-12.509722
Ageneiosus brevifilis,-61.4461097717,-3.9283332825
Ageneiosus brevifilis,-58.9833335876,-3.6030554771
Ageneiosus brevifilis,-64.5805587769,-3.1824998856
Ageneiosus brevifilis,-50.4388888889,-13.0569444444
Anodus elongatus,-63.05,-7.3613888889
Anodus elongatus,-63.8508333333,-8.6422222222
Anodus elongatus,-62.7075,-8.3375
Anodus elongatus,-60.75,-2.7
Anodus elongatus,-60,-3.1166666
Anodus elongatus,-63.549999,-0.51666665
Anodus elongatus,-60,-3.1166666
Anodus elongatus,-61.266666,1.5
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-56.200001,-1.5166667
Anodus elongatus,-64.383331,-3
Anodus elongatus,-55.799999,-1.8333334
Anodus elongatus,-55.983334,-4.2833333
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-62.883335,-8.0500002
Anodus elongatus,-67.527496,-9.4558334
Anodus elongatus,-64.699997,-2.5
Anodus elongatus,-58.366665,-2.8666666
Anodus elongatus,-55.866665,-1.7666667
Anodus elongatus,-60.283333,-3.4166667
Anodus elongatus,-60.283333,-3.4166667
Anodus elongatus,-73.6611111111,-7.4316666667
Anodus elongatus,-72.7917,-8.94111
Anodus elongatus,-71.0166666667,-9.3566666667
Anodus elongatus,-49.3267,-5.13472
Anodus elongatus,-49.6725,-3.76611
Anodus elongatus,-49.6725,-3.76611
Anodus elongatus,-60.3692,-3.76806
Anodus elongatus,-60.3692,-3.76806
Anodus elongatus,-60.3692,-3.76806
Anodus elongatus,-60.3692,-3.76806
Anodus elongatus,-60.3692,-3.76806
Anodus elongatus,-55.8661,-1.76556
Anodus elongatus,-60025,-3.10194
Anodus elongatus,-60025,-2.03444
Anodus elongatus,-60025,-3.10194
Anodus elongatus,-63.1414,-4085
Anodus elongatus,-63.1414,-4085
Anodus elongatus,-66.8958,-4.88278
Anodus elongatus,-61.1281,1.81611
Anodus elongatus,-63.1414,-4085
Anodus elongatus,-63.0208,-7.50611
Anodus elongatus,-60025,-2.03444
Anodus elongatus,-63.1833,-5.62833
Anodus elongatus,-63.1833,-5.62833
Anodus elongatus,-49.6725,-3.76611
Anodus elongatus,-67.8480529785,-10.0505552292
Anodus elongatus,-67.8480529785,-10.0505552292
Anodus elongatus,-64.7166671753,-2.4500000477
Anodus elongatus,-68.4636077881,-10.0024995804
Anodus elongatus,-55.1713888889,-2.1061111111
Anodus elongatus,-60025,-3.101944
Anostomoides laticeps,-56.616665,-1.4166666
Anostomoides laticeps,-56.616665,-1.4166666
Anostomoides laticeps,-71.0166666667,-9.3566666667
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-55.8661,-1.76556
Anostomoides laticeps,-55.8661,-1.76556
Anostomoides laticeps,-55.8661,-1.76556
Anostomoides laticeps,-55.8661,-1.76556
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-60.9442,-2.62139
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60.9442,-2.62139
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60025,-3.10194
Anostomoides laticeps,-60.9442,-2.62139
Anostomoides laticeps,-63.9039,-8.76194
Anostomoides laticeps,-63.6956,-8.80972
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-60025,-2.03444
Anostomoides laticeps,-49.6725,-3.76611
Anostomoides laticeps,-49.6725,-3.76611
Anostomoides laticeps,-49.6725,-3.76611
Anostomoides laticeps,-49.6725,-3.76611
Anostomoides laticeps,-60.9442,-2.62139
Anostomoides laticeps,-65.0192,-0.413889
Anostomoides laticeps,-63.1833,-5.62833
Anostomoides laticeps,-55.3317,-3.60556
Anostomoides laticeps,-60.9442,-2.62139
Anostomoides laticeps,-50.5833320618,-13.2333335876
Argonectes longiceps,-59.0961111111,-3.8233333333
Argonectes longiceps,-60.75,-2.7
Argonectes longiceps,-55.799999,-1.8333334
Argonectes longiceps,-64.699997,-2.4166667
Argonectes longiceps,-56.866665,-1.3333334
Argonectes longiceps,-54.733334,-2.4166667
Argonectes longiceps,-56.616665,-1.4166666
Argonectes longiceps,-47.4511,-6.56056
Argonectes longiceps,-61.839443,-1.2497222
Argonectes longiceps,-56.849998,-1.3333334
Argonectes longiceps,-55.333332,-3.5833333
Argonectes longiceps,-56.200001,-1.5166667
Argonectes longiceps,-60,-3.1666667
Argonectes longiceps,-55.900002,-1.7666667
Argonectes longiceps,-55.616665,-4.0833335
Argonectes longiceps,-65.199997,-0.40000001
Argonectes longiceps,-55.866665,-1.7666667
Argonectes longiceps,-65.199997,-0.40000001
Argonectes longiceps,-67.083336,-0.11666667
Argonectes longiceps,-60.75,-2.7
Argonectes longiceps,-51.700001,-3.1166666
Argonectes longiceps,-62.950001,-0.96666664
Argonectes longiceps,-60.75,-2.7
Argonectes longiceps,-71.0166666667,-9.3566666667
Argonectes longiceps,-60025,-2.03444
Argonectes longiceps,-62.9242,-0.974722
Argonectes longiceps,-60025,-2.03444
Argonectes longiceps,-60025,-2.03444
Argonectes longiceps,-60025,-2.03444
Argonectes longiceps,-60025,-2.03444
Argonectes longiceps,-60025,-3.10194
Argonectes longiceps,-59.8914,-7.19722
Argonectes longiceps,-60.3797,-5.12056
Argonectes longiceps,-59.4594,-10.1667
Argonectes longiceps,-52.2064,-3.20333
Argonectes longiceps,-52.2064,-3.20333
Argonectes longiceps,-52.2064,-3.20333
Argonectes longiceps,-61.1281,1.81611
Argonectes longiceps,-57.8708,-2.57194
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-63.1833,-5.62833
Argonectes longiceps,-67.0892,-0.130278
Argonectes longiceps,-67.0892,-0.130278
Argonectes longiceps,-55.9833335876,-4.2666668892
Argonectes longiceps,-63.301109314,-7.4947223663
Argonectes robertsi,-47.75,-2.0333333
Argonectes robertsi,-48.799999,-5.3666668
Argonectes robertsi,-49.450001,-3.7
Argonectes robertsi,-55.563332,-9.9902782
Argonectes robertsi,-51,-14.366667
Argonectes robertsi,-48.575556,-6.430556
Argonectes robertsi,-48.575556,-6.430556
Argonectes robertsi,-48.305833,-6.123333
Argonectes robertsi,-48.392778,-6.134722
Argonectes robertsi,-48.287222,-6.104444
Argonectes robertsi,-51.1978,-3.47222
Argonectes robertsi,-51.1978,-3.47222
Argonectes robertsi,-52.2064,-3.20333
Argonectes robertsi,-52.2064,-3.20333
Argonectes robertsi,-49.6725,-3.76611
Argonectes robertsi,-47.229722,-14.143333
Argonectes robertsi,-47.46861,-5.74722
Argonectes robertsi,-48.30028,-13.83222
Argonectes robertsi,-56.12111,-9.89444
Argonectes robertsi,-48.419444,-10.699444
Argonectes robertsi,-48.419444,-10.699444
Argonectes robertsi,-48.486667,-12175
Argonectes robertsi,-48.478611,-12.157778
Argonectes robertsi,-50.099722,-9.971389
Argonectes robertsi,-48.5725,-11.053056
Argonectes robertsi,-48.408333,-10.366667
Argonectes robertsi,-48535,-10.996111
Argonectes robertsi,-48.366111,-10.069167
Argonectes robertsi,-48.420556,-10.720833
Argonectes robertsi,-48.179444,-8.974444
Argonectes robertsi,-48.420556,-10.720833
Argonectes robertsi,-48.639167,-11.801944
Argonectes robertsi,-48.365556,-9.750556
Argonectes robertsi,-48.457778,-11.315278
Argonectes robertsi,-48.457778,-11.315278
Argonectes robertsi,-48.251667,-12.301389
Argonectes robertsi,-48.364444,-12.2675
Argonectes robertsi,-50.5833320618,-13.2333335876
Argonectes robertsi,-51.0202789307,-12.8236112595
Argonectes robertsi,-50.986946106,-12.788611412
Brycon amazonicus,-64.942223,-9.4138889
Brycon amazonicus,-47.042778,-22.758612
Brycon amazonicus,-58.366665,-2.8666666
Brycon amazonicus,-47.4511,-6.56056
Brycon amazonicus,-47.034168,-22.756945
Brycon amazonicus,-48.398333,-0.726944
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-62.9242,-0.974722
Brycon amazonicus,-63.9039,-8.76194
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-65.3394,-10.7828
Brycon amazonicus,-63.9039,-8.76194
Brycon amazonicus,-60.3692,-3.76806
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-55.8661,-1.76556
Brycon amazonicus,-60025,-3.10194
Brycon amazonicus,-55.8661,-1.76556
Brycon amazonicus,-60.3692,-3.76806
Brycon amazonicus,-60.3692,-3.76806
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-64.7114,-3.35417
Brycon amazonicus,-64.8042,-3.22083
Brycon amazonicus,-64.8042,-3.22083
Brycon amazonicus,-64.7114,-3.35417
Brycon amazonicus,-64.7114,-3.35417
Brycon amazonicus,-64.7114,-3.35417
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-59.8914,-7.19722
Brycon amazonicus,-66.8958,-4.88278
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-60025,-2.03444
Brycon amazonicus,-60025,-3.10194
Brycon amazonicus,-55.8661,-1.76556
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-60025,-3.10194
Brycon amazonicus,-63.1414,-4085
Brycon amazonicus,-57.8708,-2.57194
Brycon amazonicus,-60.1861,-3.28472
Brycon amazonicus,-63.0208,-7.50611
Brycon amazonicus,-61.1281,1.81611
Brycon amazonicus,-58.4442,-3.14306
Brycon amazonicus,-55.3317,-3.60556
Brycon amazonicus,-60025,-3.10194
Brycon amazonicus,-63.1833,-5.62833
Brycon amazonicus,-60.283333,-3.4
Brycon amazonicus,-55.171389,-2.106111
Brycon amazonicus,-60.0166664124,-3.2166666985
Brycon amazonicus,-59.9666671753,-3.2333333492
Brycon amazonicus,-59.9666671753,-3.2333333492
Brycon amazonicus,-64.7166671753,-2.4500000477
Brycon amazonicus,-64.8586120605,-3.049444437
Brycon amazonicus,-60.6694450378,-2.5463888645
Brycon amazonicus,-64.6524963379,-3.269166708
Brycon amazonicus,-65.2958297729,-9.9619445801
Brycon amazonicus,-59.9666666667,-3.2663888889
Brycon amazonicus,-59.9666666667,-3.2663888889
Brycon amazonicus,-49.1636111111,-16.5341666667
Brycon amazonicus,-55.1713888889,-2.1061111111
Brachyplatystoma capapretum,-60025,-3.10194
Brachyplatystoma capapretum,-63.1833,-5.62833
Brachyplatystoma capapretum,-52.01,-2.88
Brachyplatystoma capapretum,-60025,-2.03444
Brachyplatystoma rousseauxii,-48.5111,-1.4139
Brachyplatystoma rousseauxi,-58.4442,-3.14306
Brachyplatystoma rousseauxi,-58.4442,-3.14306
Brachyplatystoma rousseauxi,-58.4442,-3.14306
Brachyplatystoma rousseauxi,-59.1306,-3.57972
Brachyplatystoma rousseauxii,-54.7213897705,-2.3975000381
Brachyplatystoma rousseauxii,-54.7213897705,-2.3975000381
Brachyplatystoma rousseauxii,-48.365556,-9.750556
Brachyplatystoma rousseauxii,-48.215833,-12.509722
Brycon cephalus,-71.7833333333,-2.0333333333
Brycon cephalus,-56.0822,-13.8289
Brycon cephalus,-54.733334,-2.4166667
Brycon cephalus,-72.67,-7.6477777778
Brycon cephalus,-60.9442,-2.62139
Brycon cephalus,-60.1861,-3.28472
Brycon cephalus,-60025,-3.10194
Brycon cephalus,-55.8661,-1.76556
Brycon cephalus,-60.3692,-3.76806
Brycon cephalus,-60.9442,-2.62139
Brycon cephalus,-60.9442,-2.62139
Brycon cephalus,-60.9442,-2.62139
Brycon devillei,-42.0703,-16.8497
Brycon devillei,-42.1822,-16.6189
Brycon falcatus,-57.679828,-10.33155
Brycon falcatus,-50.533333,-5.8666668
Brycon falcatus,-60.333332,3.4166667
Brycon falcatus,-61,1.9333333
Brycon falcatus,-49.666668,-2.8333333
Brycon falcatus,-48.49361,-14.065833
Brycon falcatus,-48.299999,-13.933333
Brycon falcatus,-49.6725,-3.76611
Brycon falcatus,-55.616665,-4.0833335
Brycon falcatus,-48.416943,-13.783334
Brycon falcatus,-61,1.9333333
Brycon falcatus,-49.0425,-14.524167
Brycon falcatus,-60.758057,-9.1913891
Brycon falcatus,-50.533333,-5.8666668
Brycon falcatus,-50.533333,-5.8666668
Brycon falcatus,-71.0166666667,-9.3566666667
Brycon falcatus,-73.6611111111,-7.4316666667
Brycon falcatus,-59.436667,-0.109722
Brycon falcatus,-48615,-6.407778
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-51.9542,-2.59083
Brycon falcatus,-64.2272,-12445
Brycon falcatus,-60.9,2.43
Brycon falcatus,-49.6725,-3.76611
Brycon falcatus,-60.9,2.43
Brycon falcatus,-63.9039,-8.76194
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-59.8914,-7.19722
Brycon falcatus,-61.1281,1.81611
Brycon falcatus,-61.1281,1.81611
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-51.1978,-3.47222
Brycon falcatus,-51.1978,-3.47222
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-52.2064,-3.20333
Brycon falcatus,-55.9436,-4.57444
Brycon falcatus,-55.9836,-4.27611
Brycon falcatus,-55.9836,-4.27611
Brycon falcatus,-60.9442,-2.62139
Brycon falcatus,-60.9442,-2.62139
Brycon falcatus,-56.17806,-9.66861
Brycon falcatus,-56.17806,-9.66861
Brycon falcatus,-55.68528,-9.94972
Brycon falcatus,-52.25694,-15.89056
Brycon falcatus,-55.68528,-9.94972
Brycon falcatus,-48.215833,-12.509722
Brycon falcatus,-48.215833,-12.509722
Brycon falcatus,-48.617222,-11.790833
Brycon falcatus,-48.751667,-11.1375
Brycon falcatus,-48.216667,-12.483333
Brycon falcatus,-48.246389,-12.466944
Brycon falcatus,-49.266667,-11.35
Brycon falcatus,-48.179444,-8.974444
Brycon falcatus,-49.266667,-11.35
Brycon falcatus,-48.639167,-11.801944
Brycon falcatus,-48.420556,-10.720833
Brycon falcatus,-48.420556,-10.720833
Brycon falcatus,-47.433333,-6.316667
Brycon falcatus,-48.583333,-11.016667
Brycon falcatus,-48.228056,-12.5225
Brycon falcatus,-48.449167,-11.265556
Brycon falcatus,-48.372778,-9.751944
Brycon falcatus,-48.644444,-11.822222
Brycon falcatus,-48.372778,-9.751944
Brycon falcatus,-50.5833320618,-13.2333335876
Brycon falcatus,-60.6694450378,-2.5463888645
Brycon falcatus,-64.7222213745,-2.4744443893
Brycon falcatus,-64.7263870239,-2.4563889503
Brycon falcatus,-64.6669464111,-2.6177778244
Brycon falcatus,-54.9797210693,-11.4766664505
Brycon falcatus,-55.8077774048,-10.2380552292
Brycon falcatus,-51.0422210693,-12.8694448471
Brycon falcatus,-51.0202789307,-12.8236112595
Brycon falcatus,-53.3047218323,-15.3352775574
Brycon falcatus,-53.3047218323,-15.3352775574
Brycon falcatus,-61.4591666667,-1.5147222222
Brycon ferox,-40.9666671753,-17.7000007629
Brycon ferox,-40.7664,-17.7031
Brycon ferox,-40.966667,-17.700001
Brycon ferox,-39.5508,-18.0864
Brycon ferox,-40.3539,-17.8392
Brycon ferox,-40.966667,-17.700001
Brycon ferox,-39.704722,-18.417778
Brycon ferox,-40.369722,-18.547222
Brachyplatystoma filamentosum,-49.2731,-25.4278
Brachyplatystoma filamentosum,-55.900002,-1.7666667
Brachyplatystoma filamentosum,-59.945557,-3.2283332
Brachyplatystoma filamentosum,-57,-1
Brachyplatystoma filamentosum,-48.133335,-0.86666667
Brachyplatystoma filamentosum,-56.849998,-1.3333334
Brachyplatystoma filamentosum,-64.066666,-8.8666668
Brachyplatystoma filamentosum,-60.75,-2.7
Brachyplatystoma filamentosum,-49.116665,-7.8333335
Brachyplatystoma filamentosum,-63.116665,-0.76666665
Brachyplatystoma filamentosum,-67.083336,-0.11666667
Brachyplatystoma filamentosum,-67.083336,-0.11666667
Brachyplatystoma filamentosum,-60.400002,-5.1166668
Brachyplatystoma filamentosum,-64.5,-0.5
Brachyplatystoma filamentosum,-64.5,-0.5
Brachyplatystoma filamentosum,-60,-3.1166666
Brachyplatystoma filamentosum,-61.421391,-3.8027778
Brachyplatystoma filamentosum,-60.105278,-3.1227777
Brachyplatystoma filamentosum,-60.189167,-3.0891666
Brachyplatystoma filamentosum,-60.180279,-3.0538888
Brachyplatystoma filamentosum,-60,-3.1666667
Brachyplatystoma filamentosum,-55.833332,-1.8666667
Brachyplatystoma filamentosum,-55.900002,-1.7666667
Brachyplatystoma filamentosum,-59.083332,-3.8833334
Brachyplatystoma filamentosum,-60.75,-3.2166667
Brachyplatystoma filamentosum,-73.6611111111,-7.4316666667
Brachyplatystoma filamentosum,-72.67,-7.6477777778
Brachyplatystoma filamentosum,-71.0166666667,-9.3566666667
Brachyplatystoma filamentosum,-73.6611111111,-7.4316666667
Brachyplatystoma filamentosum,-49.0833,0.7833
Brachyplatystoma filamentosum,-46.6641,-0.9679
Brachyplatystoma filamentosum,-48.65,0.9833
Brachyplatystoma filamentosum,-48.5111,-1.4139
Brachyplatystoma filamentosum,-48.65,0.9833
Brachyplatystoma filamentosum,-54.0692,-2.00778
Brachyplatystoma filamentosum,-60.9442,-2.62139
Brachyplatystoma filamentosum,-54.0692,-2.00778
Brachyplatystoma filamentosum,-49.6725,-3.76611
Brachyplatystoma filamentosum,-60.1861,-3.28472
Brachyplatystoma filamentosum,-60025,-3.10194
Brachyplatystoma filamentosum,-61.3731,-3.89833
Brachyplatystoma filamentosum,-60025,-3.10194
Brachyplatystoma filamentosum,-59.1306,-3.57972
Brachyplatystoma filamentosum,-60025,-3.10194
Brachyplatystoma filamentosum,-54.7083,-2.44306
Brachyplatystoma filamentosum,-60.9442,-2.62139
Brachyplatystoma filamentosum,-48.365556,-9.750556
Brachyplatystoma filamentosum,-48.365556,-9.750556
Brachyplatystoma filamentosum,-48.365556,-9.750556
Brachyplatystoma filamentosum,-48.420556,-10.720833
Brachyplatystoma filamentosum,-48.365556,-9.750556
Brachyplatystoma filamentosum,-48.373056,-9.751667
Brachyplatystoma flavicans,-55.833332,-1.8666667
Brachyplatystoma flavicans,-55.833332,-1.8666667
Brachyplatystoma flavicans,-55.900002,-1.7666667
Brachyplatystoma flavicans,-50.049999,-1.8
Brachyplatystoma flavicans,-60.75,-3.2166667
Brachyplatystoma flavicans,-67,-1.8833333
Brachyplatystoma flavicans,-55.866665,-1.7666667
Brachyplatystoma flavicans,-48.5,-1
Brachyplatystoma flavicans,-64.64222,-3.2930555
Brachyplatystoma flavicans,-59.907501,-3.2133334
Brachyplatystoma flavicans,-58.855556,-3.3194444
Brachyplatystoma flavicans,-59.058887,-3.2269444
Brachyplatystoma flavicans,-59.93111,-3.2241666
Brachyplatystoma flavicans,-51.290554,-1.2038889
Brachyplatystoma flavicans,-49.784443,-1.8266667
Brachyplatystoma flavicans,-67.931389,-3.178611
Brachyplatystoma flavicans,-66.935837,-2.7469444
Brachyplatystoma flavicans,-48.5,-1
Brachyplatystoma flavicans,-59.793335,-3.0855556
Brachyplatystoma flavicans,-65.511391,-2.6005557
Brachyplatystoma flavicans,-60.105278,-3.1227777
Brachyplatystoma flavicans,-61.770279,-3.9088888
Brachyplatystoma flavicans,-67.933609,-3.1744444
Brachyplatystoma flavicans,-61.348888,-3.5969443
Brachyplatystoma flavicans,-50.483334,-1.6833333
Brachyplatystoma flavicans,-72.7917,-8.94111
Brachyplatystoma flavicans,-73.6611111111,-7.4316666667
Brachyplatystoma flavicans,-71.0166666667,-9.3566666667
Brachyplatystoma flavicans,-49.6725,-3.76611
Brachyplatystoma flavicans,-49.6725,-3.76611
Brachyplatystoma flavicans,-49.6725,-3.76611
Brachyplatystoma flavicans,-61.3003,-5.80917
Brachyplatystoma flavicans,-61.3731,-3.89833
Brachyplatystoma flavicans,-54.7083,-2.44306
Brycon gouldingi,-48.605833,-10.600278
Brycon gouldingi,-48.639167,-11.801944
Brycon gouldingi,-48.617222,-11.790833
Brycon gouldingi,-48.404167,-9.775556
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.471111,-11.364167
Brycon gouldingi,-48.404167,-9.775556
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.420556,-10.720833
Brycon gouldingi,-48.639167,-11.801944
Brycon gouldingi,-48285,-9.134167
Brycon gouldingi,-48.135278,-8.318333
Brycon gouldingi,-48.372778,-9.751944
Brycon gouldingi,-48.372778,-9.751944
Brycon gouldingi,-48.408333,-10.366667
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-48.591111,-11.032778
Brycon gouldingi,-50.4833333333,-5.8666666667
Brycon hilarii,-54.924968,-17.086289
Brycon hilarii,-56.7347221375,-24.7380561829
Brycon hilarii,-56.4461097717,-21.1730556488
Brycon hilarii,-56.7605552673,-20.671667099
Brycon hilarii,-56.763053894,-21.681388855
Brycon hilarii,-58.466389,-14.921111
Brycon hilarii,-54.583332,-25.383333
Brycon hilarii,-57.416668,-19.416666
Brycon hilarii,-56.0767,-15.8656
Brycon hilarii,-56.3275,-14.7203
Brycon hilarii,-55.950001,-16.183332
Brycon hilarii,-54.75,-18.5
Brycon hilarii,-55.966667,-16.216667
Brycon hilarii,-56.616665,-16.233334
Brycon hilarii,-56.0767,-15.8656
Brycon hilarii,-56.083332,-15.866667
Brycon hilarii,-53.738611,-17.948611
Brycon hilarii,-53.486389,-25.536667
Brycon hilarii,-54.5881,-25.5478
Brycon hilarii,-52.9081,-25.4497
Brycon hilarii,-53.611111,-0.563333
Brycon hilarii,-56.264167,-14.708333
Brycon hilarii,-55.7497,-15.4606
Brycon hilarii,-53.738333,-0.978333
Brycon hilarii,-56.683333,-16.466667
Brycon hilarii,-56.77778,-20685
Brycon hilarii,-56.8499984741,-16.75
Brycon hilarii,-57.7000007629,-16.0499992371
Brycon insignis,-42.299999,-22.633333
Brycon insignis,-42.8178,-21.4158
Brycon insignis,-41.3664,-21.0642
Brycon insignis,-40.1952777778,-19.1644444444
Brachyplatystoma juruense,-59.907776,-3.2194445
Brachyplatystoma juruense,-58.021946,-2.748889
Brachyplatystoma juruense,-68.046944,-3.1394444
Brachyplatystoma juruense,-72.683334,-9.1499996
Brachyplatystoma juruense,-66.988892,-2.8766668
Brachyplatystoma juruense,-66.608887,-2.5283334
Brachyplatystoma juruense,-66.968613,-2.8516667
Brachyplatystoma juruense,-66.607498,-2.5269444
Brachyplatystoma juruense,-60.173611,-3.0991666
Brachyplatystoma juruense,-67.928886,-3.1800001
Brachyplatystoma juruense,-65.817497,-2.6697223
Brachyplatystoma juruense,-66.533333,-1.7833333
Brachyplatystoma juruense,-66.76667,-2.7666667
